Price,Close,High,Low,Open,Volume
Ticker,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS
Date,,,,,
2026-06-30,924.2000122070312,933.0999755859375,916.4500122070312,916.4500122070312,2515841
2026-07-01,941.5999755859375,949.5499877929688,927.0499877929688,927.0499877929688,2290915
2026-07-02,943.5,944.9000244140625,931.5999755859375,941.5999755859375,1177319
2026-07-03,974.3499755859375,978.4000244140625,942.0999755859375,948.0,3819865
2026-07-06,1009.7999877929688,1012.2999877929688,960.0,968.0,4977371
2026-07-07,1022.25,1038.0,1004.2999877929688,1009.7000122070312,5804915
2026-07-08,994.6500244140625,1031.300048828125,989.7999877929688,1015.9000244140625,3903183
2026-07-09,1015.1500244140625,1022.3499755859375,995.9000244140625,995.9000244140625,1952468
2026-07-10,1015.7999877929688,1031.6500244140625,1013.7000122070312,1019.7000122070312,1084109
2026-07-13,1012.9000244140625,1018.2000122070312,1000.5499877929688,1010.0,862018
2026-07-14,997.3499755859375,1009.0,994.0999755859375,1008.9000244140625,767488
2026-07-15,1009.7000122070312,1022.8499755859375,992.0,998.4000244140625,1491258
2026-07-16,1013.5,1019.0,1005.5499877929688,1018.0,695548
2026-07-17,1027.199951171875,1031.199951171875,1010.0,1013.7999877929688,2257757
2026-07-20,1032.8499755859375,1034.6500244140625,1017.1500244140625,1029.0,1686017
2026-07-21,1063.449951171875,1068.800048828125,1031.449951171875,1037.800048828125,5124543
2026-07-22,1069.300048828125,1077.8499755859375,1055.6500244140625,1058.0,5069159
2026-07-23,1005.5,1042.199951171875,998.1500244140625,1036.5999755859375,7505583
2026-07-24,996.0499877929688,1003.4500122070312,984.0499877929688,1000.0,1995292
2026-07-27,1006.6500244140625,1015.5999755859375,1000.0999755859375,1003.0,1979222
2026-07-28,991.9500122070312,1006.0,989.2000122070312,1001.0,1643112
2026-07-29,1012.2999877929688,1015.0,993.5499877929688,995.0499877929688,1232625
2026-07-30,1011.4500122070312,1013.5999755859375,999.0,1012.2999877929688,1237239
2026-07-31,1012.4500122070312,1017.9000244140625,996.4000244140625,1011.4500122070312,2922820
