Price,Close,High,Low,Open,Volume
Ticker,BRITANNIA.NS,BRITANNIA.NS,BRITANNIA.NS,BRITANNIA.NS,BRITANNIA.NS
Date,,,,,
2026-06-30,5062.1923828125,5091.209127258817,4992.355472450178,5028.257546087147,326609
2026-07-01,5175.80029296875,5189.570951292878,5031.208380565404,5062.192361794692,475937
2026-07-02,5285.96533203125,5304.654081809552,5175.8000701802075,5200.390530414816,374142
2026-07-03,5290.8837890625,5358.753463991913,5280.063985812883,5320.884152618255,226125
2026-07-06,5365.14697265625,5374.491348170089,5278.096737606277,5290.8837777831095,180876
2026-07-07,5357.76953125,5393.671603563314,5329.736406293028,5364.6548601868,109487
2026-07-08,5228.423828125,5380.392877404524,5189.5708996684225,5321.375770888204,233635
2026-07-09,5273.67041015625,5300.228108761905,5238.751954582148,5238.751954582148,174108
2026-07-10,5265.3095703125,5316.457729784992,5235.801016770678,5301.703453014081,143224
2026-07-13,5260.88330078125,5280.555669859613,5203.833430453997,5248.096260880314,132632
2026-07-14,5196.9482421875,5259.8998249451415,5149.734555119269,5158.095312204268,326899
2026-07-15,5228.423828125,5257.440572162191,5187.603662784545,5224.489354357245,208524
2026-07-16,5223.505859375,5279.08030265806,5207.276154699416,5223.997668607593,219782
2026-07-17,5323.8349609375,5329.244862514434,5212.194264758949,5224.9813048498845,199477
2026-07-20,5380.39306640625,5395.639152791862,5303.1790160017,5323.835004008013,227434
2026-07-21,5392.1962890625,5406.950565665188,5345.966222374077,5376.458394019633,158603
2026-07-22,5395.63916015625,5438.426563942012,5354.3271840872385,5388.753830811414,156506
2026-07-23,5299.736328125,5433.508440341963,5277.604912500869,5385.311135204969,284275
2026-07-24,5291.37548828125,5360.720589484676,5229.4075255037205,5294.818152880001,208047
2026-07-27,5296.29345703125,5347.441615591121,5255.473292026738,5311.047733538905,238867
2026-07-28,5388.75341796875,5419.737397646767,5291.867005324792,5291.867005324792,340199
2026-07-29,5427.11474609375,5490.558135513424,5398.589811315913,5409.409614162679,356551
2026-07-30,5434.0,5470.8856910127615,5392.688026065707,5437.442664494524,258715
2026-07-31,5416.5,5460.0,5364.0,5445.0,428284
