Price,Close,High,Low,Open,Volume
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
Date,,,,,
2026-06-30,1060.9683837890625,1094.5256920198099,1057.8006506475288,1091.35807971494,3794233
2026-07-01,1023.7482299804688,1065.6207905687872,1019.5907239069678,1059.1864801751997,3819777
2026-07-02,1067.20458984375,1071.956128900288,1037.408807609325,1038.3987015097157,3726609
2026-07-03,1127.4891357421875,1147.2870134549564,1103.8306477080976,1115.7093743357589,12768463
2026-07-06,1122.7376708984375,1136.2992905292433,1114.6205888348386,1133.4285739039879,2747815
2026-07-07,1156.39404296875,1163.1253700406712,1122.5397188307415,1123.529612762691,5179529
2026-07-08,1134.0224609375,1164.6102075120768,1130.1618504469234,1153.2264273281507,3091794
2026-07-09,1138.77392578125,1150.1577052219316,1109.6710220003508,1132.5375461008239,2033525
2026-07-10,1152.33544921875,1179.4585658788042,1141.8425981881667,1161.1455289767832,3979475
2026-07-13,1208.8583984375,1224.4987706003656,1150.2567271120654,1150.2567271120654,9028077
2026-07-14,1154.9091796875,1196.88070575604,1152.2365144577,1187.8726953172163,9754723
2026-07-15,1156.196044921875,1169.6585774419905,1132.9335388810666,1145.3072123070285,3253196
2026-07-16,1175.4000244140625,1191.8322387544756,1162.8282995597583,1163.521297781958,5147444
2026-07-17,1203.9000244140625,1223.5,1195.800048828125,1197.800048828125,5037972
2026-07-20,1221.300048828125,1224.699951171875,1200.0999755859375,1205.0,3612829
2026-07-21,1239.5,1240.699951171875,1217.199951171875,1219.0,4642320
2026-07-22,1237.300048828125,1243.800048828125,1227.699951171875,1243.800048828125,2377718
2026-07-23,1244.699951171875,1248.800048828125,1228.800048828125,1236.0,1878476
2026-07-24,1271.0,1276.0,1236.5999755859375,1237.0,3674904
2026-07-27,1295.9000244140625,1303.0,1277.300048828125,1284.5999755859375,3847049
2026-07-28,1318.5999755859375,1342.0,1301.0,1301.0,5187064
2026-07-29,1344.300048828125,1352.699951171875,1323.199951171875,1344.0,3061520
2026-07-30,1352.699951171875,1369.9000244140625,1345.5999755859375,1349.0,3747919
2026-07-31,1346.9000244140625,1356.5,1294.300048828125,1317.699951171875,3368855
