Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2026-06-30,303.54998779296875,304.45001220703125,299.8999938964844,301.20001220703125,4259519
2026-07-01,304.20001220703125,306.5,301.1499938964844,305.20001220703125,4919350
2026-07-02,310.45001220703125,314.5,304.79998779296875,305.0,7323630
2026-07-03,308.1499938964844,313.6000061035156,306.70001220703125,313.6000061035156,3035350
2026-07-06,308.1499938964844,310.8999938964844,306.04998779296875,308.1499938964844,2818204
2026-07-07,313.95001220703125,315.8500061035156,307.75,309.5,6889552
2026-07-08,303.54998779296875,307.8500061035156,299.3999938964844,306.95001220703125,15951234
2026-07-09,308.20001220703125,309.1000061035156,299.75,303.54998779296875,5543009
2026-07-10,309.75,313.75,309.1000061035156,312.0,3799709
2026-07-13,307.54998779296875,309.1499938964844,302.1499938964844,304.79998779296875,5543349
2026-07-14,305.3500061035156,307.20001220703125,302.04998779296875,302.95001220703125,9995741
2026-07-15,309.6000061035156,311.1499938964844,306.0,306.0,9056446
2026-07-16,312.0,318.25,310.29998779296875,312.04998779296875,7899255
2026-07-17,315.54998779296875,316.0,310.3999938964844,311.6000061035156,5658733
2026-07-20,317.6000061035156,320.25,309.0,311.0,11702075
2026-07-21,319.3500061035156,321.8999938964844,317.0,317.6000061035156,6264859
2026-07-22,314.0,321.70001220703125,308.1000061035156,317.5,9784696
2026-07-23,309.8500061035156,317.0,305.1000061035156,305.3999938964844,11432842
2026-07-24,310.1499938964844,311.79998779296875,305.5,306.8999938964844,5796307
2026-07-27,316.25,318.54998779296875,313.20001220703125,315.20001220703125,5954256
2026-07-28,320.04998779296875,321.29998779296875,315.75,317.5,5455392
2026-07-29,317.3999938964844,320.04998779296875,315.79998779296875,320.0,5132678
2026-07-30,315.79998779296875,318.3500061035156,312.8500061035156,315.3999938964844,6601344
2026-07-31,319.75,320.3999938964844,314.3999938964844,316.04998779296875,5110330
