Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2026-06-30,2020.422119140625,2092.8251853118586,2007.791421498655,2078.60311543387,6848411
2026-07-01,1971.788818359375,2040.8104030555382,1966.0205187179013,2028.776408877907,4658295
2026-07-02,2056.82275390625,2065.5745732846704,1991.580373389582,1997.0503819057583,6040621
2026-07-03,2082.083984375,2105.0581154318793,2073.6303355251375,2088.5485393778363,4028819
2026-07-06,2046.3798828125,2081.5867473982344,2039.4180542258837,2078.6031065753987,2567386
2026-07-07,2084.669921875,2111.124724588052,2037.8266642409067,2038.8212111731864,4769048
2026-07-08,2046.2803955078125,2098.1956989000228,2037.6278854106638,2082.5813599967723,3666985
2026-07-09,2038.323974609375,2053.7394523387943,2005.006651774823,2046.280350211656,3791498
2026-07-10,2057.717529296875,2121.666943317309,2053.341620075063,2093.7200783959847,6714551
2026-07-13,2169.604248046875,2192.8765503750355,2053.8390761022306,2063.684994131224,12382622
2026-07-14,2188.60009765625,2215.850586742918,2167.1177865856457,2170.996422535663,9546290
2026-07-15,2189.199951171875,2202.89990234375,2145.39990234375,2174.10009765625,5426489
2026-07-16,2201.0,2231.39990234375,2187.800048828125,2206.0,5197595
2026-07-17,2269.0,2275.0,2215.10009765625,2224.800048828125,5615138
2026-07-20,2251.10009765625,2283.39990234375,2245.10009765625,2280.10009765625,2202693
2026-07-21,2221.10009765625,2259.89990234375,2218.5,2245.10009765625,2382160
2026-07-22,2208.300048828125,2226.800048828125,2201.0,2216.0,1599665
2026-07-23,2242.89990234375,2250.0,2193.60009765625,2204.0,2503539
2026-07-24,2254.300048828125,2264.300048828125,2205.10009765625,2205.10009765625,3211699
2026-07-27,2295.60009765625,2315.0,2272.39990234375,2286.0,4007292
2026-07-28,2398.0,2417.39990234375,2323.0,2325.0,8248513
2026-07-29,2446.60009765625,2475.5,2415.10009765625,2440.0,7169419
2026-07-30,2431.800048828125,2495.0,2423.0,2440.0,4901582
2026-07-31,2365.60009765625,2391.0,2326.10009765625,2385.0,4343039
