Price,Close,High,Low,Open,Volume
Ticker,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS
Date,,,,,
2026-06-30,951.6355590820312,961.5836626087863,943.8760504748434,952.0335075104636,8514541
2026-07-01,934.8233032226562,955.2666438848419,932.6347082968385,946.9600017036402,5637215
2026-07-02,944.2739868164062,957.5049521939509,937.1610685984608,937.1610685984608,3505234
2026-07-03,948.2532348632812,973.8198729237622,946.1143683299613,959.9919848136951,3352734
2026-07-06,975.3120727539062,976.5057965763269,949.0490557293795,955.8634822090474,4642287
2026-07-07,964.4686279296875,973.8695978185315,957.9029039505863,965.3639815261125,4411767
2026-07-08,966.6074829101562,974.814668145208,957.0572672965081,957.0572672965081,6547101
2026-07-09,958.4500122070312,968.8955205371627,949.6956935597445,966.6571973235631,6043658
2026-07-10,967.4500122070312,985.5999755859375,964.7000122070312,976.0,5859033
2026-07-13,966.8499755859375,971.7000122070312,956.4500122070312,963.0999755859375,4070887
2026-07-14,974.2999877929688,998.0,964.0,964.0,8061017
2026-07-15,955.7999877929688,976.0,953.0,972.0,5279138
2026-07-16,959.2999877929688,972.4000244140625,957.2000122070312,972.4000244140625,3388958
2026-07-17,944.1500244140625,959.0999755859375,939.5,955.0,4222686
2026-07-20,947.7999877929688,957.75,944.1500244140625,944.3499755859375,3996887
2026-07-21,951.4000244140625,956.2999877929688,941.0,944.1500244140625,4965762
2026-07-22,950.0,961.9500122070312,945.2000122070312,955.0,4055709
2026-07-23,955.6500244140625,964.0,947.5499877929688,950.0,4722307
2026-07-24,942.7999877929688,950.9000244140625,939.7000122070312,947.5999755859375,4494329
2026-07-27,945.25,951.25,943.0499877929688,944.4500122070312,2035425
2026-07-28,936.4000244140625,947.9000244140625,935.0999755859375,945.0,3835947
2026-07-29,962.4500122070312,964.7999877929688,938.1500244140625,940.0,2939377
2026-07-30,970.4000244140625,973.0499877929688,960.5999755859375,968.0,4259226
2026-07-31,974.4500122070312,988.0,971.0499877929688,979.7999877929688,5578955
